ts,v_prim_rms,i_prim_rms,v_sec,i_sec,p_sec,p_loss,p_net,t_core,t_oil,mu_oil,pf_prim,freq,faa,life_h,e_out_MWh,e_loss_MWh,fan_mode,fan1,fan2
1763754670.7438173,220000.0,130.994281461065,20000.0,1440.937096071715,47450202.66174729,698987.1589363244,46751215.50281097,40.28798885503498,35.175325851177604,0.02345178286745404,0.9506101048597974,50.00527871412578,0.0012720150679486678,8.402582189882582e-06,0.31362917921263395,0.004702005916260577,AUTO,0,0
1763754671.6423113,220000.0,132.3840512860004,20000.0,1456.2245641460045,47351912.076769315,705364.9572959999,46646547.119473316,40.29401618919345,35.17899326607823,0.02344894479440413,0.9386821187224945,49.96320796493332,0.0012729010867661861,8.579374007488996e-06,0.3201078663125608,0.004799973271440577,AUTO,0,0
1763754672.5715132,220000.0,130.68317910120177,20000.0,1437.5149701132195,47335434.63463937,697568.697659144,46637865.936980225,40.29979866121776,35.1825545875456,0.02344618915172788,0.9505683939543431,50.020579102456516,0.0012737516908715419,8.756283964554487e-06,0.3265853476926969,0.004896857812782126,AUTO,0,0
1763754673.5298724,220000.0,127.91704730094935,20000.0,1407.0875203104429,46148379.14387871,685104.9217331283,45463274.22214559,40.305191145110065,35.18594677531138,0.023443564680717323,0.9467705006546049,50.00338801304184,0.00127454543974638,8.933304164519262e-06,0.3328996913346616,0.004992011274133949,AUTO,0,0
1763754674.5025554,220000.0,133.28116936202412,20000.0,1466.0928629822654,48003019.99873723,709517.672735805,47293502.32600143,40.3113377171118,35.189667315861335,0.0234406865072189,0.9451842109718114,50.01567503069428,0.0012754507901685942,9.110450107598235e-06,0.339468233324384,0.005090555395347256,AUTO,0,0
1763754675.4956813,220000.0,135.0447266103483,20000.0,1485.4919927138315,48442515.43397971,717762.850300035,47724752.583679676,40.31773421675022,35.1934970391455,0.02343772424009365,0.9413816925036318,49.99657593419271,0.0012763936361816154,9.287727001512348e-06,0.3460966711832284,0.00519024468011115,AUTO,0,0
1763754676.3580644,220000.0,133.33455533353072,20000.0,1466.6801086688379,48610987.55188541,709765.6779277361,47901221.87395768,40.323881868824735,35.19721900977001,0.023434845677679835,0.9567719157972,49.99889830384284,0.0012773004588119432,9.465129843014008e-06,0.3527496186657225,0.005288823246490002,AUTO,0,0
1763754677.3229787,220000.0,130.909149318884,20000.0,1440.000642507724,47501127.32603271,698598.6664608627,46802528.65957185,40.32968220101673,35.20079041672427,0.023432083893192828,0.952249180970368,50.035109660183544,0.0012781566399579093,9.642651598563717e-06,0.3592499698684408,0.0053858508390540105,AUTO,0,0
1763754678.3821938,220000.0,130.86788421533618,20000.0,1439.546726368698,47824012.49382179,698410.4479454323,47125602.04587636,40.335473246280735,35.20435817838869,0.02342932525260101,0.959024322770202,50.01783251896647,0.0012790120227947552,9.82029215728521e-06,0.36579519237481256,0.005482852290157543,AUTO,0,0
1763754679.3863819,220000.0,129.58680699092108,20000.0,1425.454876900132,47131893.51483112,692596.7112752852,46439296.80355583,40.34108029003074,35.20784629787383,0.02342662850637651,0.9544886986314257,50.042552194639946,0.0012798407726151363,9.998047820148423e-06,0.37224509470863976,0.005579046277834666,AUTO,0,0
1763754680.3043742,220000.0,131.2580008986271,20000.0,1443.8380098848982,47612452.807445094,700192.2206255271,46912260.58681957,40.346919122607964,35.21143556943516,0.02342385388116263,0.9519441328237436,50.001859011891646,0.0012807043527725838,1.0175923424700172e-05,0.37876068645680916,0.005676295197365989,AUTO,0,0
1763754681.2164283,220000.0,122.51997994466731,20000.0,1347.7197793913404,44998713.07216154,661554.1989418207,44337158.87321972,40.35154610439583,35.21449838426505,0.02342148648421214,0.9638509244530171,49.99231525372762,0.0012813891105335382,1.0353894134496497e-05,0.3849186251892008,0.005768177724996797,AUTO,0,0
1763754682.3013692,220000.0,125.6517971089193,20000.0,1382.1697681981123,45303049.57823797,675096.6306093985,44627952.94762857,40.35659843452984,35.21774642391772,0.023418976179493206,0.9461836190790437,49.98548543551431,0.0012821372347425596,1.0531968750432964e-05,0.39111695198748253,0.005861941145914769,AUTO,0,0
1763754683.259285,220000.0,128.5093534632479,20000.0,1413.6028880957267,46461076.08387783,687751.3300334915,45773324.75384434,40.362043409790616,35.2211654785681,0.023416333993492695,0.9487924441071903,50.00955262356522,0.0012829439889391872,1.0710155415563407e-05,0.39747435820329424,0.005957462163974976,AUTO,0,0
1763754684.185258,220000.0,132.2074044577135,20000.0,1454.2814490348485,48093985.2563778,704550.5727529933,47389434.68362481,40.36800664379506,35.224810311461425,0.023413517658265208,0.9546664901969139,50.0339742094039,0.0012838281133061198,1.0888464875744812e-05,0.4040562241315755,0.0060553164101906694,AUTO,0,0
1763754685.1974576,220000.0,126.90627628271729,20000.0,1395.9690391098902,44832477.920012236,680617.0563740882,44151860.86363815,40.37322274007734,35.22813065411071,0.02341095234906865,0.9270994724947993,50.00907455984438,0.001284601964662775,1.1066881815281308e-05,0.410188427029303,0.006149846556909293,AUTO,0,0
1763754686.131722,220000.0,131.31426526080952,20000.0,1444.4569178689046,49127787.61687165,700449.6334114242,48427337.983460225,40.37905430009767,35.231719063606796,0.02340818024644182,0.9818202624948711,50.006109302346715,0.0012854676774654863,1.124541899270707e-05,0.4169144461936725,0.006247131228216435,AUTO,0,0
1763754687.2076375,220000.0,135.27736278948476,20000.0,1488.0509906843322,49698226.53748688,718858.5881262335,48979367.94936065,40.3854469790482,35.23555182182045,0.023405219743131003,0.964123025665587,49.979428066522374,0.0012864173604160065,1.1424088070542625e-05,0.42371713618663925,0.006346972698789523,AUTO,0,0
1763754688.1789014,220000.0,131.56011658826893,20000.0,1447.161282470958,47158114.386430144,701575.7119575504,46456538.67447259,40.391306900375945,35.23915347970667,0.023402438087829897,0.9406950823405199,50.003695054487665,0.0012872885143410911,1.1602878141978889e-05,0.4301694332247604,0.006444413769894739,AUTO,0,0
1763754689.2892554,220000.0,133.94994157640267,20000.0,1473.4493573404295,48327692.91350298,712631.6332451571,47615061.28025782,40.397503289058896,35.2429018409179,0.0233995434807503,0.9468261115973313,50.02677663598406,0.0012882103302689167,1.1781796243405128e-05,0.4367826361803518,0.006543390385623233,AUTO,0,0
1763754690.2114592,220000.0,129.4567781637848,20000.0,1424.024559801633,46755776.103668936,692009.8163562256,46063766.28731271,40.40306029450239,35.24637264999454,0.023396863527748946,0.947822835421584,50.01360770926357,0.0012890375887341131,1.196082924184042e-05,0.4431803814980341,0.006639502860117153,AUTO,0,0
1763754691.1314962,220000.0,130.03520353276923,20000.0,1430.3872388604614,47526634.25711368,694625.1020456591,46832009.15506802,40.40869694883679,35.2498785731974,0.023394156773309943,0.9591638661388492,49.99351517523972,0.0012898772470680891,1.2139978859488765e-05,0.4496848272140158,0.0067359785687346055,AUTO,0,0
1763754692.0723891,220000.0,133.90392210124674,20000.0,1472.943143113714,48182978.68055404,712416.8564097818,47470561.82414426,40.414878350549536,35.25362172038699,0.02339126721529639,0.9443153268214182,50.01377862424268,0.0012907986819219277,1.2319256454200144e-05,0.45627796080070254,0.0068349253543470755,AUTO,0,0
1763754692.9606798,220000.0,133.844492721314,20000.0,1472.2894199344541,48435169.31980109,712139.6035913341,47723029.716209754,40.421049726265174,35.257361085455784,0.023388380933293464,0.9496793791494208,49.99784410274694,0.0012917192788777217,1.2498661909599828e-05,0.4629061593723983,0.00693383363262365,AUTO,0,0
1763754693.8506827,220000.0,142.83395167808308,20000.0,1571.173468458914,51793318.18431565,755476.3937904468,51037841.790525205,40.428530082064064,35.261670187104855,0.023385055333691784,0.9516099525684086,50.00183613862542,0.0012928360193912433,1.2678222467848611e-05,0.46999474850997125,0.00703876090953899,AUTO,0,0
1763754694.881006,220000.0,137.76398412364955,20000.0,1515.4038253601452,50451679.21159363,730688.6205639272,49720990.5910297,40.435261364417464,35.265654223373616,0.02338198102780694,0.9610735464178899,49.98858513666675,0.001293841756171695,1.2857922711761346e-05,0.47690044164761425,0.0071402454401728686,AUTO,0,0
1763754695.9230738,220000.0,134.57231329584408,20000.0,1480.295446254285,48648598.04683804,715543.5435809689,47933054.503257066,40.441528415655256,35.26943695262039,0.023379062435759865,0.9487052483040271,50.00439470171797,0.001294778834389187,1.3037753105426512e-05,0.48355781032862216,0.007239626487892448,AUTO,0,0
1763754697.087132,220000.0,129.4814352781676,20000.0,1424.2957880598435,47411575.70680673,692121.0628314416,46719454.64397529,40.44707125684847,35.27290531081342,0.023376386719117886,0.9609340358408428,49.97940341650522,0.001295608190964495,1.3217698687504913e-05,0.4900466234736187,0.007335754413285703,AUTO,0,0
1763754698.335882,220000.0,131.1409358510037,20000.0,1442.5502943610406,46585988.834406085,699656.994653602,45886331.83975248,40.45284459483902,35.276474277815765,0.023373633705996842,0.9322528753121461,50.05318350165371,0.0012964726008323096,1.33977643265094e-05,0.4964197251180288,0.007432928995876481,AUTO,0,0
1763754699.578379,220000.0,130.98872700884138,20000.0,1440.8759970972553,37519790.25767363,698961.8040175854,36820828.45365604,40.45859414691365,35.2800333643452,0.02337088863730335,0.7516976148136929,50.01209245083398,0.0012973340225281393,1.3577949607416086e-05,0.5015337290699254,0.007530007024212257,AUTO,0,0
1763754707.5394194,220000.0,133.2541708308099,20000.0,1465.795879138909,38461331.17174345,709392.2885392874,37751938.88320416,40.46466166174382,35.28373109647757,0.02336803697486026,0.7574608518630263,49.99407473594359,0.0012982437034409458,1.3758261232893996e-05,0.5067770539148149,0.007628533730953825,AUTO,0,0
1763754708.819403,220000.0,131.94857639141173,20000.0,1451.434340305529,38838646.12014725,703359.276767413,38135286.84337984,40.47054032882464,35.2873471591596,0.023365248631777066,0.7724601165116243,50.01337178615998,0.001299125679468936,1.393869535504246e-05,0.5120736215319509,0.007726222519393744,AUTO,0,0
1763754709.9469962,220000.0,133.48635992458753,20000.0,1468.3499591704629,39550430.96365136,710471.4307738096,38839959.53287755,40.47663366742244,35.291056930530495,0.02336238837575564,0.7775548267910884,49.99460471496096,0.0013000404950554172,1.4119256534911267e-05,0.5174680603559617,0.007824899107001217,AUTO,0,0
1763754711.3014097,220000.0,131.57134307899577,20000.0,1447.2847738689534,37499786.35866087,701627.1832008986,36798159.17545997,40.482450111716936,35.29464665341746,0.023359621011162925,0.7479699966320066,50.02114157770655,0.0013009143404116796,1.4299939082190668e-05,0.5225789157969978,0.00792234732689023,AUTO,0,0
1763754712.4564986,220000.0,132.7585948007428,20000.0,1460.3445428081707,38433269.5854499,707095.290454183,37726174.29499571,40.48843126203617,35.29830836922819,0.02335679848401024,0.7597336755313824,49.968712915316644,0.0013018135432722867,1.4480746518756263e-05,0.5278186622268582,0.008020555006119978,AUTO,0,0
1763754713.6623976,220000.0,136.42233373783182,20000.0,1500.64567111615,38935374.83938474,724278.9899545081,38211095.84943023,40.49493526426074,35.302197905698996,0.023353800721457835,0.7489892376725439,50.03531964767155,0.0013027920568262042,1.4661689859982125e-05,0.5331257588726125,0.008121149310280327,AUTO,0,0
1763754714.7254684,220000.0,131.1955905643129,20000.0,1443.1514962074418,37187998.90868232,699906.8187048321,36488092.08997749,40.5006875552285,35.3057610021103,0.02335105489205445,0.7438755126185665,49.97632019389989,0.0013036580898789368,1.4842753483576422e-05,0.5381935494406649,0.008218358590655998,AUTO,0,0
1763754715.6648386,220000.0,131.25786707075474,20000.0,1443.836537778302,37642026.53487438,700191.6084866034,36941834.92638778,40.50644368144667,35.30932605042489,0.023348307881562568,0.7526002280768489,49.99094620347161,0.0013045252766185089,1.5023937549773436e-05,0.5433243598471076,0.008315607425168027,AUTO,0,0
1763754716.6092565,220000.0,129.5512651947314,20000.0,1425.0639171420455,36540335.11009276,692436.2321833932,35847898.87790936,40.511956494665384,35.312785704705405,0.023345642390304087,0.7401974065275682,49.99244864522318,0.001305356347925159,1.520523704254082e-05,0.5483032346912616,0.008411779124082386,AUTO,0,0
1763754717.5293987,220000.0,134.97708246324953,20000.0,1484.747907095745,37952934.993414335,717444.594058028,37235490.399356306,40.51823566848073,35.31657891604061,0.02334272025967187,0.7379076653438622,49.961744889356126,0.0013063035951225391,1.538666809741895e-05,0.5534748305800611,0.008511424206590446,AUTO,0,0
1763754718.440635,220000.0,134.67954746102865,20000.0,1481.4750220713152,38715030.90210749,716046.6267070534,37998984.27540044,40.52446845714325,35.320352409374934,0.023339813681869773,0.7543877952719359,50.0279781998659,0.0013072445246516727,1.5568229836953903e-05,0.5587524672849778,0.008610875126966426,AUTO,0,0
1763754719.355702,220000.0,130.74115401884765,20000.0,1438.1526942073242,37089773.71025717,697832.776747233,36391940.93350994,40.53013855013681,35.323881745069386,0.02333709549692527,0.744489473268416,50.00777134392548,0.0013081010958562631,1.5749910544711717e-05,0.5638069035257431,0.008707796345959097,AUTO,0,0
1763754720.242596,220000.0,120.39055128247793,20000.0,1324.2960641072573,35439134.70886279,652541.449419036,34786593.25944375,40.53437980452703,35.32679006274419,0.023334855838720702,0.7725158489315038,49.97769211544048,0.0013087421817812837,1.593168029218134e-05,0.568638374811777,0.008798427102822852,AUTO,0,0
1763754721.2932825,220000.0,121.66855697448862,20000.0,1338.3541267193748,34376283.7938229,657931.6146649764,33718352.17915792,40.53879004482031,35.32977203379747,0.023332559684165914,0.7414762769384787,50.02447188148837,0.0013094091439535627,1.6113542673286e-05,0.5733214792811046,0.008889806493748544,AUTO,0,0
1763754722.059719,220000.0,124.07724188164794,20000.0,1364.8496606981273,40528404.80391733,668245.3018683222,39860159.502049014,40.54352474072475,35.332895309811576,0.023330154965300647,0.8572037674610641,49.999380419525224,0.001310125551991742,1.6295504555507074e-05,0.578857612545278,0.008982618341230255,AUTO,0,0
1763754723.0424702,220000.0,137.31679453136255,20000.0,1510.484739844988,44590440.12529007,728545.2374998596,43861894.88779021,40.55012305122917,35.33682924712856,0.023327126442767635,0.8521867825113578,49.982545242790536,0.0013111245978209337,1.6477605194093314e-05,0.5849495423908044,0.009083805179771903,AUTO,0,0
1763754723.9264865,220000.0,130.60332775435083,20000.0,1436.636605297859,42224670.744668625,697205.161938173,41527465.58273045,40.55575867090024,35.34034515993572,0.023324420067068186,0.8484548190884831,50.00634906844597,0.001311978486457586,1.6659824428323533e-05,0.5907172459439615,0.009180639230041093,AUTO,0,0
1763754724.8037932,220000.0,140.97014156445664,20000.0,1550.6715572090231,45502710.58874179,746259.848080536,44756450.74066125,40.562886389230016,35.344510288779986,0.02332121436329572,0.8470846738993388,49.99615860058725,0.001313059248965464,1.6842193768457625e-05,0.5969334196579422,0.009284286431163389,AUTO,0,0
1763754725.6920416,220000.0,132.37592364777726,20000.0,1456.1351601255499,43521995.34591089,705327.463055756,42816667.88285513,40.56876549896224,35.3481330171533,0.023318426477920796,0.862812615776161,49.99769537603875,0.0013139513572876472,1.7024687012525355e-05,0.6028801790861166,0.009382248578810022,AUTO,0,0
1763754726.5953534,220000.0,132.54278384730077,20000.0,1457.9706223203084,42570378.59310576,706097.6803190657,41864280.9127867,40.57466482409471,35.35176493468505,0.023315631855532516,0.8428845946538639,49.99015365797232,0.0013148471423760574,1.7207304671188695e-05,0.6086946625462258,0.009480317701076558,AUTO,0,0
1763754727.4939945,220000.0,137.05184527032455,20000.0,1507.57029797357,43539346.280447505,727278.621279825,42812067.65916768,40.581208727579835,35.355677580714485,0.02331262159799958,0.8337075003781149,49.99141258186354,0.0013158415181442136,1.7390060437597612e-05,0.6146407830544436,0.009581328620698756,AUTO,0,0
1763754728.370262,220000.0,125.04900051776667,20000.0,1375.5390056954334,40895862.07271173,672463.4880912998,40223398.58462043,40.58605461399638,35.358852364921766,0.023310179312023345,0.8582539963846664,49.97456319441949,0.0013165783571285178,1.757291854275435e-05,0.6202273661911964,0.009674726327378104,AUTO,0,0
1763754729.2524045,220000.0,137.5828174408768,20000.0,1513.4109918496447,44771017.085662946,729819.4475561909,44041197.638106756,40.59266968470967,35.36279676532932,0.023307145335021068,0.8539834488287124,50.00241602586175,0.001317584874716961,1.7755916442020594e-05,0.6263441991964891,0.009776090139538686,AUTO,0,0
1763754730.135214,220000.0,133.57517705065007,20000.0,1469.3269475571506,42937472.573815286,710884.7217497365,42226587.85206555,40.59870482058956,35.36648956885884,0.023304305240692755,0.8435822057857618,49.96838981441421,0.001318503823419987,1.793904197305115e-05,0.6322090030648315,0.009874824128670594,AUTO,0,0
1763754731.0305362,220000.0,128.12249912580074,20000.0,1409.347490383808,41792538.66606961,686021.490205764,41106517.17586385,40.603967782247835,35.369847052735295,0.023301723337368702,0.8560320862529827,50.03065633247311,0.0013193057190425716,1.8122278878473727e-05,0.6379182415614792,0.009970104891199172,AUTO,0,0
1763754731.9000916,220000.0,133.38585899188598,20000.0,1467.2444489107459,42821455.3523673,710004.1032917533,42111451.24907555,40.60997149425498,35.37352708482756,0.023298893723228194,0.8424969265733009,49.99474609761985,0.0013202210752349501,1.8305642916700802e-05,0.6437670542349619,0.010068716572211915,AUTO,0,0
1763754732.8105757,220000.0,134.3158375593895,20000.0,1477.4742131532846,43642098.842949934,714341.9272767401,42927756.9156732,40.61610427246405,35.377263630153095,0.023296021007053153,0.852697708381706,50.0074119401565,0.0013211567652297877,1.8489136911871606e-05,0.6497292426954722,0.010167930728778128,AUTO,0,0
1763754733.7240114,220000.0,135.84422290100505,20000.0,1494.2864519110556,43685838.903714284,721536.4480525501,42964302.45566174,40.6224538352125,35.38109491419847,0.023293075822011473,0.8439489904555249,49.98495704791676,0.001322126229207901,1.8672765554817147e-05,0.6556965069254251,0.010268144124340982,AUTO,0,0
1763754734.638873,220000.0,133.78192354719943,20000.0,1471.6011590191936,43281121.358960755,711847.8358566352,42569273.52310412,40.62850493021454,35.384796961608416,0.023290230337484424,0.8490196856082708,49.99225067865125,0.0013230507845425324,1.8856522608225833e-05,0.6616089060258563,0.01036701187932107,AUTO,0,0
1763754735.4932837,220000.0,133.32568590683866,20000.0,1466.5825449752251,42757431.85977102,709724.468016545,42047707.39175448,40.63448680899428,35.38846929833032,0.02328740803275307,0.8416169576910143,49.977952028276015,0.0013239653997166414,1.904040669151981e-05,0.6674488653858223,0.010465584722101146,AUTO,0,0
1763754736.384417,220000.0,135.7114376400311,20000.0,1492.825814040342,43476071.22164936,720908.1631933902,42755163.058455974,40.64080736322146,35.392289318597165,0.023284472591547437,0.8407183606770172,50.02248086295467,0.0013249324845533187,1.9224425092152214e-05,0.6733870824772745,0.010565710855878006,AUTO,0,0
1763754737.3408074,220000.0,138.27042112272994,20000.0,1520.9746323500292,43804418.720337,733124.3918443322,43071294.32849267,40.647495059520836,35.39626942710082,0.02328141452637741,0.831391017376989,50.00687268425382,0.001325956513607668,1.9408585719042167e-05,0.6793692066895651,0.010667533688078608,AUTO,0,0
1763754738.220946,220000.0,136.34076414612346,20000.0,1499.748405607358,43887965.869724244,723891.320337541,43164074.5493867,40.65389993477294,35.400127133252255,0.02327845089077412,0.844765989226336,50.02902659180652,0.0013269379786795927,1.9592882660525444e-05,0.6853642170436466,0.0107680741492366,AUTO,0,0
1763754739.0894403,220000.0,129.42432538108187,20000.0,1423.6675791919004,41709176.67030672,691863.4301500663,41017313.24015665,40.659316390516416,35.403555498164316,0.023275817407947885,0.8457312904444991,50.03364260035577,0.0013277685480617407,1.9777294958867352e-05,0.6910610661047795,0.010864166292312998,AUTO,0,0
1763754739.980284,220000.0,131.23643436933227,20000.0,1443.6007780626549,43402393.35779516,700093.5817249268,42702299.77607023,40.66498476440836,35.40709375787005,0.02327309982234098,0.8679125097946393,49.98614926863677,0.0013286383037551005,1.9961828056611117e-05,0.6969919410736781,0.010961401511997015,AUTO,0,0
1763754740.8881605,220000.0,130.66222648771196,20000.0,1437.2844913648316,42242440.687041365,697473.2861129722,41544967.40092839,40.67056904488048,35.410595842499646,0.02327041033370381,0.8484292653408815,50.01196109415338,0.0013294957132646181,2.014648023900898e-05,0.7027620754349182,0.011058272801734928,AUTO,0,0
1763754742.0545368,220000.0,132.29819222179825,20000.0,1455.2801144397806,43900097.262067266,704968.990453676,43195128.27161359,40.67638075240821,35.414197138331076,0.023267644978181207,0.8708197384206783,50.03295075620534,0.0013303886294642022,2.0331256437545676e-05,0.7087613988059757,0.01115618516152016,AUTO,0,0
1763754743.0223694,220000.0,126.49953128316602,20000.0,1391.4948441148263,41005517.20802227,678821.1377725328,40326696.07024974,40.6813756374252,35.41744357836887,0.02326515239023221,0.8506875357260707,49.98630594816508,0.001331156527465325,2.0516139288582528e-05,0.7143623288157326,0.01125046587509968,AUTO,0,0
1763754744.0934982,220000.0,138.43774000256835,20000.0,1522.815140028252,47927676.88379241,733931.096900694,47193745.786891714,40.68806361340787,35.42142651587758,0.023262094690796608,0.9085494497374641,50.004864156906706,0.0013321854100728147,2.070116503998153e-05,0.7209170157305786,0.011352400749669221,AUTO,0,0
1763754744.8058443,220000.0,133.70400262970975,20000.0,1470.7440289268072,46872690.128324285,711484.6718018354,46161205.45652245,40.69406479358114,35.42511134958952,0.023259266203397445,0.9200091834803126,49.96304446701581,0.0013331093124887214,2.0886319111160517e-05,0.7273282942662068,0.011451218065197253,AUTO,0,0
1763754745.991804,220000.0,135.48853673884622,20000.0,1490.3739041273086,47159963.95622174,719854.8698709292,46440109.086350806,40.70031936312033,35.428906838465856,0.02325635313639088,0.9134559391336422,50.005020250992516,0.0013340729069806704,2.1071607014907833e-05,0.7337783094170889,0.011551197908234882,AUTO,0,0
1763754747.3443024,220000.0,130.33537749515006,20000.0,1433.6891524466505,45575185.08771496,695986.9003614201,44879198.187353544,40.70583677900488,35.43238224419986,0.02325368605565501,0.9176621492132825,49.97276824925432,0.0013349235119434694,2.1257013058233314e-05,0.7400115313875546,0.011647862755507301,AUTO,0,0
1763754748.4740627,220000.0,127.50418144304373,20000.0,1402.545995873481,44343106.87376307,683267.4789578659,43659839.3948052,40.71095535705578,35.43568458973795,0.023251152067420372,0.9126796827196846,50.013866808780065,0.0013357131141133838,2.144252876852684e-05,0.7460753979701664,0.01174276101647367,AUTO,0,0
1763754749.6462688,220000.0,129.74212805374722,20000.0,1427.1634085912192,44754353.69400987,693298.536854326,44061055.15715554,40.71638522880703,35.43912272723825,0.0232485141753599,0.9052550673980088,49.995069619822964,0.0013365512475998157,2.1628160886249036e-05,0.7521949889642158,0.011839052479925661,AUTO,0,0
1763754750.6397793,220000.0,128.50584227860696,20000.0,1413.5642650646766,44381933.113957815,687735.6061313688,43694197.50782645,40.72164090081714,35.44248559109559,0.023245934326105413,0.9063585456911329,50.005316354562815,0.00133736299317567,2.1813905746412323e-05,0.7582636275069694,0.011934571314110574,AUTO,0,0
1763754751.558307,220000.0,131.05249028692396,20000.0,1441.5773931561635,45722160.392401874,699252.9347860845,45022907.45761579,40.727250707386744,35.44600275542655,0.023243236410232463,0.9155839199409828,50.00650299521037,0.0013382299792725051,2.199977102131128e-05,0.7645168090983049,0.012031689777275308,AUTO,0,0
1763754752.5075061,220000.0,136.94953125723373,20000.0,1506.444843829571,47635978.53617571,726790.1537201009,46909188.38245561,40.73370168537022,35.44988610552398,0.023240257967476596,0.9128327911779738,49.985767487729,0.001339227661792908,2.2185774863226963e-05,0.7710319741514238,0.012132632854180878,AUTO,0,0
1763754753.509049,220000.0,135.30938801280695,20000.0,1488.4032681408764,46456140.623409525,719009.5775601916,45737131.04584933,40.73991286074196,35.45366570464831,0.023237359465904845,0.9010147272767868,50.01807250466798,0.0013401889602278748,2.2371912218814168e-05,0.7773843534633473,0.012232495295508683,AUTO,0,0
1763754754.4229445,220000.0,124.6981445113635,20000.0,1371.6795896249985,42618209.870846584,670936.7051095078,41947273.16573708,40.74462786567859,35.45679504127357,0.023234959911644006,0.8969162743042689,49.987585250948996,0.0013409191583029856,2.2558150990800693e-05,0.7832103636252553,0.012325680948996115,AUTO,0,0
1763754755.3617136,220000.0,130.8016984246179,20000.0,1438.818682670797,45162922.02308177,698108.685030764,44464813.338051006,40.75018925555198,35.46029271240398,0.023232278214211494,0.9061192178508249,50.01555421718912,0.0013417809447657336,2.274450945535149e-05,0.789386032144429,0.01242264048858372,AUTO,0,0
1763754756.4587219,220000.0,128.14499847116056,20000.0,1409.5949831827663,44722295.7225918,686121.9543924193,44036173.768199384,40.755373583004,35.46362668963874,0.02322972231055556,0.9158811496305028,50.00752720231314,0.0013425848008716064,2.2930979566583656e-05,0.7955021673900123,0.012517935204471557,AUTO,0,0
1763754757.5954869,220000.0,126.90867374668197,20000.0,1395.9954112135017,44165622.05167912,680627.6590905981,43484994.39258852,40.76038428398274,35.466885557028306,0.02322722425959273,0.9132921775974385,49.997912055014964,0.0013433621929788372,2.3117557648941827e-05,0.8015417499445385,0.012612466823789695,AUTO,0,0
